Symbol,Open Price,Close Price,Percent Change,Volume,Turnover,Date Collected
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,2023-11-17 12:39:22.886089
MPICO,15.00,15.00,0.0,0.0,0.0,2023-11-17 12:39:22.886089
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,2023-11-17 12:39:22.886089
NBS,107.44,107.44,0.0,131886.0,14169830.0,2023-11-17 12:39:22.886089
NICO,155.50,155.50,0.0,0.0,0.0,2023-11-17 12:39:22.886089
NITL,410.00,410.00,0.0,0.0,0.0,2023-11-17 12:39:22.886089
OMU,"1,380.00","1,500.00",0.0,304750.0,457125000.0,2023-11-17 12:39:22.886089
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,2023-11-17 12:39:22.886089
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,2023-11-17 12:39:22.886089
SUNBIRD,191.06,191.06,0.0,0.0,0.0,2023-11-17 12:39:22.886089
TNM,28.38,28.37,0.0,20000.0,567400.0,2023-11-17 12:39:22.886089
AIRTEL,96.99,96.94,0.0,13196.0,1279322.0,2023-11-17 12:39:25.035647
BHL,10.06,10.06,0.0,0.0,0.0,2023-11-17 12:39:25.035647
FDHB,67.98,68.00,0.0,1531099.0,104096800.0,2023-11-17 12:39:25.035647
FMBCH,296.14,300.00,0.0,565723.0,169716900.0,2023-11-17 12:39:25.035647
ICON,17.94,17.94,0.0,0.0,0.0,2023-11-17 12:39:25.035647
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,2023-11-17 12:39:25.035647
MPICO,15.00,15.00,0.0,0.0,0.0,2023-11-17 12:39:25.035647
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,2023-11-17 12:39:25.035647
NBS,107.44,107.44,0.0,131886.0,14169830.0,2023-11-17 12:39:25.035647
NICO,155.50,155.50,0.0,0.0,0.0,2023-11-17 12:39:25.035647
NITL,410.00,410.00,0.0,0.0,0.0,2023-11-17 12:39:25.035647
OMU,"1,380.00","1,500.00",0.0,304750.0,457125000.0,2023-11-17 12:39:25.035647
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,2023-11-17 12:39:25.035647
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,2023-11-17 12:39:25.035647
SUNBIRD,191.06,191.06,0.0,0.0,0.0,2023-11-17 12:39:25.035647
TNM,28.38,28.37,0.0,20000.0,567400.0,2023-11-17 12:39:25.035647
AIRTEL,96.99,96.94,0.0,13196.0,1279322.0,2023-11-17 12:39:26.432029
BHL,10.06,10.06,0.0,0.0,0.0,2023-11-17 12:39:26.432029
FDHB,67.98,68.00,0.0,1531099.0,104096800.0,2023-11-17 12:39:26.432029
FMBCH,296.14,300.00,0.0,565723.0,169716900.0,2023-11-17 12:39:26.432029
ICON,17.94,17.94,0.0,0.0,0.0,2023-11-17 12:39:26.432029
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,2023-11-17 12:39:26.432029
MPICO,15.00,15.00,0.0,0.0,0.0,2023-11-17 12:39:26.432029
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,2023-11-17 12:39:26.432029
NBS,107.44,107.44,0.0,131886.0,14169830.0,2023-11-17 12:39:26.432029
NICO,155.50,155.50,0.0,0.0,0.0,2023-11-17 12:39:26.432029
NITL,410.00,410.00,0.0,0.0,0.0,2023-11-17 12:39:26.432029
OMU,"1,380.00","1,500.00",0.0,304750.0,457125000.0,2023-11-17 12:39:26.432029
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,2023-11-17 12:39:26.432029
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,2023-11-17 12:39:26.432029
SUNBIRD,191.06,191.06,0.0,0.0,0.0,2023-11-17 12:39:26.432029
TNM,28.38,28.37,0.0,20000.0,567400.0,2023-11-17 12:39:26.432029
AIRTEL,96.99,96.94,0.0,13196.0,1279322.0,2023-11-17 12:39:27.765108
BHL,10.06,10.06,0.0,0.0,0.0,2023-11-17 12:39:27.765108
FDHB,67.98,68.00,0.0,1531099.0,104096800.0,2023-11-17 12:39:27.765108
FMBCH,296.14,300.00,0.0,565723.0,169716900.0,2023-11-17 12:39:27.765108
ICON,17.94,17.94,0.0,0.0,0.0,2023-11-17 12:39:27.765108
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,2023-11-17 12:39:27.765108
MPICO,15.00,15.00,0.0,0.0,0.0,2023-11-17 12:39:27.765108
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,2023-11-17 12:39:27.765108
NBS,107.44,107.44,0.0,131886.0,14169830.0,2023-11-17 12:39:27.765108
NICO,155.50,155.50,0.0,0.0,0.0,2023-11-17 12:39:27.765108
NITL,410.00,410.00,0.0,0.0,0.0,2023-11-17 12:39:27.765108
OMU,"1,380.00","1,500.00",0.0,304750.0,457125000.0,2023-11-17 12:39:27.765108
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,2023-11-17 12:39:27.765108
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,2023-11-17 12:39:27.765108
SUNBIRD,191.06,191.06,0.0,0.0,0.0,2023-11-17 12:39:27.765108
TNM,28.38,28.37,0.0,20000.0,567400.0,2023-11-17 12:39:27.765108
AIRTEL,96.99,96.94,0.0,13196.0,1279322.0,2023-11-17 12:39:28.664506
BHL,10.06,10.06,0.0,0.0,0.0,2023-11-17 12:39:28.664506
FDHB,67.98,68.00,0.0,1531099.0,104096800.0,2023-11-17 12:39:28.664506
FMBCH,296.14,300.00,0.0,565723.0,169716900.0,2023-11-17 12:39:28.664506
ICON,17.94,17.94,0.0,0.0,0.0,2023-11-17 12:39:28.664506
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,2023-11-17 12:39:28.664506
MPICO,15.00,15.00,0.0,0.0,0.0,2023-11-17 12:39:28.664506
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,2023-11-17 12:39:28.664506
NBS,107.44,107.44,0.0,131886.0,14169830.0,2023-11-17 12:39:28.664506
NICO,155.50,155.50,0.0,0.0,0.0,2023-11-17 12:39:28.664506
NITL,410.00,410.00,0.0,0.0,0.0,2023-11-17 12:39:28.664506
OMU,"1,380.00","1,500.00",0.0,304750.0,457125000.0,2023-11-17 12:39:28.664506
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,2023-11-17 12:39:28.664506
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,2023-11-17 12:39:28.664506
SUNBIRD,191.06,191.06,0.0,0.0,0.0,2023-11-17 12:39:28.664506
TNM,28.38,28.37,0.0,20000.0,567400.0,2023-11-17 12:39:28.664506
AIRTEL,96.99,96.94,0.0,13196.0,1279322.0,2023-11-17 12:39:28.973563
BHL,10.06,10.06,0.0,0.0,0.0,2023-11-17 12:39:28.973563
FDHB,67.98,68.00,0.0,1531099.0,104096800.0,2023-11-17 12:39:28.973563
FMBCH,296.14,300.00,0.0,565723.0,169716900.0,2023-11-17 12:39:28.973563
ICON,17.94,17.94,0.0,0.0,0.0,2023-11-17 12:39:28.973563
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,2023-11-17 12:39:28.973563
MPICO,15.00,15.00,0.0,0.0,0.0,2023-11-17 12:39:28.973563
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,2023-11-17 12:39:28.973563
NBS,107.44,107.44,0.0,131886.0,14169830.0,2023-11-17 12:39:28.973563
NICO,155.50,155.50,0.0,0.0,0.0,2023-11-17 12:39:28.973563
NITL,410.00,410.00,0.0,0.0,0.0,2023-11-17 12:39:28.973563
OMU,"1,380.00","1,500.00",0.0,304750.0,457125000.0,2023-11-17 12:39:28.973563
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,2023-11-17 12:39:28.973563
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,2023-11-17 12:39:28.973563
SUNBIRD,191.06,191.06,0.0,0.0,0.0,2023-11-17 12:39:28.973563
TNM,28.38,28.37,0.0,20000.0,567400.0,2023-11-17 12:39:28.973563
AIRTEL,96.99,96.94,0.0,13196.0,1279322.0,2023-11-17 12:39:33.594811
BHL,10.06,10.06,0.0,0.0,0.0,2023-11-17 12:39:33.594811
FDHB,67.98,68.00,0.0,1531099.0,104096800.0,2023-11-17 12:39:33.594811
FMBCH,296.14,300.00,0.0,565723.0,169716900.0,2023-11-17 12:39:33.594811
ICON,17.94,17.94,0.0,0.0,0.0,2023-11-17 12:39:33.594811
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,2023-11-17 12:39:33.594811
MPICO,15.00,15.00,0.0,0.0,0.0,2023-11-17 12:39:33.594811
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,2023-11-17 12:39:33.594811
NBS,107.44,107.44,0.0,131886.0,14169830.0,2023-11-17 12:39:33.594811
NICO,155.50,155.50,0.0,0.0,0.0,2023-11-17 12:39:33.594811
NITL,410.00,410.00,0.0,0.0,0.0,2023-11-17 12:39:33.594811
OMU,"1,380.00","1,500.00",0.0,304750.0,457125000.0,2023-11-17 12:39:33.594811
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,2023-11-17 12:39:33.594811
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,2023-11-17 12:39:33.594811
SUNBIRD,191.06,191.06,0.0,0.0,0.0,2023-11-17 12:39:33.594811
TNM,28.38,28.37,0.0,20000.0,567400.0,2023-11-17 12:39:33.594811
AIRTEL,96.99,96.94,0.0,13196.0,1279322.0,2023-11-17 12:39:35.809492
BHL,10.06,10.06,0.0,0.0,0.0,2023-11-17 12:39:35.809492
FDHB,67.98,68.00,0.0,1531099.0,104096800.0,2023-11-17 12:39:35.809492
FMBCH,296.14,300.00,0.0,565723.0,169716900.0,2023-11-17 12:39:35.809492
ICON,17.94,17.94,0.0,0.0,0.0,2023-11-17 12:39:35.809492
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,2023-11-17 12:39:35.809492
MPICO,15.00,15.00,0.0,0.0,0.0,2023-11-17 12:39:35.809492
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,2023-11-17 12:39:35.809492
NBS,107.44,107.44,0.0,131886.0,14169830.0,2023-11-17 12:39:35.809492
NICO,155.50,155.50,0.0,0.0,0.0,2023-11-17 12:39:35.809492
NITL,410.00,410.00,0.0,0.0,0.0,2023-11-17 12:39:35.809492
OMU,"1,380.00","1,500.00",0.0,304750.0,457125000.0,2023-11-17 12:39:35.809492
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,2023-11-17 12:39:35.809492
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,2023-11-17 12:39:35.809492
SUNBIRD,191.06,191.06,0.0,0.0,0.0,2023-11-17 12:39:35.809492
TNM,28.38,28.37,0.0,20000.0,567400.0,2023-11-17 12:39:35.809492
AIRTEL,96.99,96.94,0.0,13196.0,1279322.0,2023-11-17 12:39:36.378861
BHL,10.06,10.06,0.0,0.0,0.0,2023-11-17 12:39:36.378861
FDHB,67.98,68.00,0.0,1531099.0,104096800.0,2023-11-17 12:39:36.378861
FMBCH,296.14,300.00,0.0,565723.0,169716900.0,2023-11-17 12:39:36.378861
ICON,17.94,17.94,0.0,0.0,0.0,2023-11-17 12:39:36.378861
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,2023-11-17 12:39:36.378861
MPICO,15.00,15.00,0.0,0.0,0.0,2023-11-17 12:39:36.378861
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,2023-11-17 12:39:36.378861
NBS,107.44,107.44,0.0,131886.0,14169830.0,2023-11-17 12:39:36.378861
NICO,155.50,155.50,0.0,0.0,0.0,2023-11-17 12:39:36.378861
NITL,410.00,410.00,0.0,0.0,0.0,2023-11-17 12:39:36.378861
OMU,"1,380.00","1,500.00",0.0,304750.0,457125000.0,2023-11-17 12:39:36.378861
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,2023-11-17 12:39:36.378861
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,2023-11-17 12:39:36.378861
SUNBIRD,191.06,191.06,0.0,0.0,0.0,2023-11-17 12:39:36.378861
TNM,28.38,28.37,0.0,20000.0,567400.0,2023-11-17 12:39:36.378861
AIRTEL,96.99,96.94,0.0,13196.0,1279322.0,2023-11-17 12:39:38.639675
BHL,10.06,10.06,0.0,0.0,0.0,2023-11-17 12:39:38.639675
FDHB,67.98,68.00,0.0,1531099.0,104096800.0,2023-11-17 12:39:38.639675
FMBCH,296.14,300.00,0.0,565723.0,169716900.0,2023-11-17 12:39:38.639675
ICON,17.94,17.94,0.0,0.0,0.0,2023-11-17 12:39:38.639675
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,2023-11-17 12:39:38.639675
MPICO,15.00,15.00,0.0,0.0,0.0,2023-11-17 12:39:38.639675
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,2023-11-17 12:39:38.639675
NBS,107.44,107.44,0.0,131886.0,14169830.0,2023-11-17 12:39:38.639675
NICO,155.50,155.50,0.0,0.0,0.0,2023-11-17 12:39:38.639675
NITL,410.00,410.00,0.0,0.0,0.0,2023-11-17 12:39:38.639675
OMU,"1,380.00","1,500.00",0.0,304750.0,457125000.0,2023-11-17 12:39:38.639675
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,2023-11-17 12:39:38.639675
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,2023-11-17 12:39:38.639675
SUNBIRD,191.06,191.06,0.0,0.0,0.0,2023-11-17 12:39:38.639675
TNM,28.38,28.37,0.0,20000.0,567400.0,2023-11-17 12:39:38.639675
AIRTEL,96.99,96.94,0.0,13196.0,1279322.0,2023-11-17 12:39:50.348882
BHL,10.06,10.06,0.0,0.0,0.0,2023-11-17 12:39:50.348882
FDHB,67.98,68.00,0.0,1531099.0,104096800.0,2023-11-17 12:39:50.348882
FMBCH,296.14,300.00,0.0,565723.0,169716900.0,2023-11-17 12:39:50.348882
ICON,17.94,17.94,0.0,0.0,0.0,2023-11-17 12:39:50.348882
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,2023-11-17 12:39:50.348882
MPICO,15.00,15.00,0.0,0.0,0.0,2023-11-17 12:39:50.348882
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,2023-11-17 12:39:50.348882
NBS,107.44,107.44,0.0,131886.0,14169830.0,2023-11-17 12:39:50.348882
NICO,155.50,155.50,0.0,0.0,0.0,2023-11-17 12:39:50.348882
NITL,410.00,410.00,0.0,0.0,0.0,2023-11-17 12:39:50.348882
OMU,"1,380.00","1,500.00",0.0,304750.0,457125000.0,2023-11-17 12:39:50.348882
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,2023-11-17 12:39:50.348882
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,2023-11-17 12:39:50.348882
SUNBIRD,191.06,191.06,0.0,0.0,0.0,2023-11-17 12:39:50.348882
TNM,28.38,28.37,0.0,20000.0,567400.0,2023-11-17 12:39:50.348882
AIRTEL,96.99,96.94,0.0,13196.0,1279322.0,2023-11-17 12:39:57.985139
BHL,10.06,10.06,0.0,0.0,0.0,2023-11-17 12:39:57.985139
FDHB,67.98,68.00,0.0,1531099.0,104096800.0,2023-11-17 12:39:57.985139
FMBCH,296.14,300.00,0.0,565723.0,169716900.0,2023-11-17 12:39:57.985139
ICON,17.94,17.94,0.0,0.0,0.0,2023-11-17 12:39:57.985139
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,2023-11-17 12:39:57.985139
MPICO,15.00,15.00,0.0,0.0,0.0,2023-11-17 12:39:57.985139
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,2023-11-17 12:39:57.985139
NBS,107.44,107.44,0.0,131886.0,14169830.0,2023-11-17 12:39:57.985139
NICO,155.50,155.50,0.0,0.0,0.0,2023-11-17 12:39:57.985139
NITL,410.00,410.00,0.0,0.0,0.0,2023-11-17 12:39:57.985139
OMU,"1,380.00","1,500.00",0.0,304750.0,457125000.0,2023-11-17 12:39:57.985139
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,2023-11-17 12:39:57.985139
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,2023-11-17 12:39:57.985139
SUNBIRD,191.06,191.06,0.0,0.0,0.0,2023-11-17 12:39:57.985139
TNM,28.38,28.37,0.0,20000.0,567400.0,2023-11-17 12:39:57.985139
AIRTEL,96.99,96.94,0.0,13196.0,1279322.0,2023-11-17 12:39:59.852332
BHL,10.06,10.06,0.0,0.0,0.0,2023-11-17 12:39:59.852332
FDHB,67.98,68.00,0.0,1531099.0,104096800.0,2023-11-17 12:39:59.852332
FMBCH,296.14,300.00,0.0,565723.0,169716900.0,2023-11-17 12:39:59.852332
ICON,17.94,17.94,0.0,0.0,0.0,2023-11-17 12:39:59.852332
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,2023-11-17 12:39:59.852332
MPICO,15.00,15.00,0.0,0.0,0.0,2023-11-17 12:39:59.852332
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,2023-11-17 12:39:59.852332
NBS,107.44,107.44,0.0,131886.0,14169830.0,2023-11-17 12:39:59.852332
NICO,155.50,155.50,0.0,0.0,0.0,2023-11-17 12:39:59.852332
NITL,410.00,410.00,0.0,0.0,0.0,2023-11-17 12:39:59.852332
OMU,"1,380.00","1,500.00",0.0,304750.0,457125000.0,2023-11-17 12:39:59.852332
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,2023-11-17 12:39:59.852332
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,2023-11-17 12:39:59.852332
SUNBIRD,191.06,191.06,0.0,0.0,0.0,2023-11-17 12:39:59.852332
TNM,28.38,28.37,0.0,20000.0,567400.0,2023-11-17 12:39:59.852332
AIRTEL,96.99,96.94,0.0,13196.0,1279322.0,2023-11-17 12:40:00.732758
BHL,10.06,10.06,0.0,0.0,0.0,2023-11-17 12:40:00.732758
FDHB,67.98,68.00,0.0,1531099.0,104096800.0,2023-11-17 12:40:00.732758
FMBCH,296.14,300.00,0.0,565723.0,169716900.0,2023-11-17 12:40:00.732758
ICON,17.94,17.94,0.0,0.0,0.0,2023-11-17 12:40:00.732758
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,2023-11-17 12:40:00.732758
MPICO,15.00,15.00,0.0,0.0,0.0,2023-11-17 12:40:00.732758
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,2023-11-17 12:40:00.732758
NBS,107.44,107.44,0.0,131886.0,14169830.0,2023-11-17 12:40:00.732758
NICO,155.50,155.50,0.0,0.0,0.0,2023-11-17 12:40:00.732758
NITL,410.00,410.00,0.0,0.0,0.0,2023-11-17 12:40:00.732758
OMU,"1,380.00","1,500.00",0.0,304750.0,457125000.0,2023-11-17 12:40:00.732758
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,2023-11-17 12:40:00.732758
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,2023-11-17 12:40:00.732758
SUNBIRD,191.06,191.06,0.0,0.0,0.0,2023-11-17 12:40:00.732758
TNM,28.38,28.37,0.0,20000.0,567400.0,2023-11-17 12:40:00.732758
AIRTEL,96.99,96.94,0.0,13196.0,1279322.0,2023-11-17 12:40:08.344374
BHL,10.06,10.06,0.0,0.0,0.0,2023-11-17 12:40:08.344374
FDHB,67.98,68.00,0.0,1531099.0,104096800.0,2023-11-17 12:40:08.344374
FMBCH,296.14,300.00,0.0,565723.0,169716900.0,2023-11-17 12:40:08.344374
ICON,17.94,17.94,0.0,0.0,0.0,2023-11-17 12:40:08.344374
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,2023-11-17 12:40:08.344374
MPICO,15.00,15.00,0.0,0.0,0.0,2023-11-17 12:40:08.344374
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,2023-11-17 12:40:08.344374
NBS,107.44,107.44,0.0,131886.0,14169830.0,2023-11-17 12:40:08.344374
NICO,155.50,155.50,0.0,0.0,0.0,2023-11-17 12:40:08.344374
NITL,410.00,410.00,0.0,0.0,0.0,2023-11-17 12:40:08.344374
OMU,"1,380.00","1,500.00",0.0,304750.0,457125000.0,2023-11-17 12:40:08.344374
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,2023-11-17 12:40:08.344374
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,2023-11-17 12:40:08.344374
SUNBIRD,191.06,191.06,0.0,0.0,0.0,2023-11-17 12:40:08.344374
TNM,28.38,28.37,0.0,20000.0,567400.0,2023-11-17 12:40:08.344374
AIRTEL,96.99,96.94,0.0,13196.0,1279322.0,2023-11-17 12:40:10.784379
BHL,10.06,10.06,0.0,0.0,0.0,2023-11-17 12:40:10.784379
FDHB,67.98,68.00,0.0,1531099.0,104096800.0,2023-11-17 12:40:10.784379
FMBCH,296.14,300.00,0.0,565723.0,169716900.0,2023-11-17 12:40:10.784379
ICON,17.94,17.94,0.0,0.0,0.0,2023-11-17 12:40:10.784379
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,2023-11-17 12:40:10.784379
MPICO,15.00,15.00,0.0,0.0,0.0,2023-11-17 12:40:10.784379
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,2023-11-17 12:40:10.784379
NBS,107.44,107.44,0.0,131886.0,14169830.0,2023-11-17 12:40:10.784379
NICO,155.50,155.50,0.0,0.0,0.0,2023-11-17 12:40:10.784379
NITL,410.00,410.00,0.0,0.0,0.0,2023-11-17 12:40:10.784379
OMU,"1,380.00","1,500.00",0.0,304750.0,457125000.0,2023-11-17 12:40:10.784379
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,2023-11-17 12:40:10.784379
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,2023-11-17 12:40:10.784379
SUNBIRD,191.06,191.06,0.0,0.0,0.0,2023-11-17 12:40:10.784379
TNM,28.38,28.37,0.0,20000.0,567400.0,2023-11-17 12:40:10.784379
AIRTEL,96.99,96.94,0.0,13196.0,1279322.0,2023-11-17 12:40:16.725327
BHL,10.06,10.06,0.0,0.0,0.0,2023-11-17 12:40:16.725327
FDHB,67.98,68.00,0.0,1531099.0,104096800.0,2023-11-17 12:40:16.725327
FMBCH,296.14,300.00,0.0,565723.0,169716900.0,2023-11-17 12:40:16.725327
ICON,17.94,17.94,0.0,0.0,0.0,2023-11-17 12:40:16.725327
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,2023-11-17 12:40:16.725327
MPICO,15.00,15.00,0.0,0.0,0.0,2023-11-17 12:40:16.725327
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,2023-11-17 12:40:16.725327
NBS,107.44,107.44,0.0,131886.0,14169830.0,2023-11-17 12:40:16.725327
NICO,155.50,155.50,0.0,0.0,0.0,2023-11-17 12:40:16.725327
NITL,410.00,410.00,0.0,0.0,0.0,2023-11-17 12:40:16.725327
OMU,"1,380.00","1,500.00",0.0,304750.0,457125000.0,2023-11-17 12:40:16.725327
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,2023-11-17 12:40:16.725327
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,2023-11-17 12:40:16.725327
SUNBIRD,191.06,191.06,0.0,0.0,0.0,2023-11-17 12:40:16.725327
TNM,28.38,28.37,0.0,20000.0,567400.0,2023-11-17 12:40:16.725327
AIRTEL,96.99,96.94,0.0,13196.0,1279322.0,2023-11-17 12:40:18.820533
BHL,10.06,10.06,0.0,0.0,0.0,2023-11-17 12:40:18.820533
FDHB,67.98,68.00,0.0,1531099.0,104096800.0,2023-11-17 12:40:18.820533
FMBCH,296.14,300.00,0.0,565723.0,169716900.0,2023-11-17 12:40:18.820533
ICON,17.94,17.94,0.0,0.0,0.0,2023-11-17 12:40:18.820533
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,2023-11-17 12:40:18.820533
MPICO,15.00,15.00,0.0,0.0,0.0,2023-11-17 12:40:18.820533
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,2023-11-17 12:40:18.820533
NBS,107.44,107.44,0.0,131886.0,14169830.0,2023-11-17 12:40:18.820533
NICO,155.50,155.50,0.0,0.0,0.0,2023-11-17 12:40:18.820533
NITL,410.00,410.00,0.0,0.0,0.0,2023-11-17 12:40:18.820533
OMU,"1,380.00","1,500.00",0.0,304750.0,457125000.0,2023-11-17 12:40:18.820533
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,2023-11-17 12:40:18.820533
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,2023-11-17 12:40:18.820533
SUNBIRD,191.06,191.06,0.0,0.0,0.0,2023-11-17 12:40:18.820533
TNM,28.38,28.37,0.0,20000.0,567400.0,2023-11-17 12:40:18.820533
AIRTEL,96.99,96.94,0.0,13196.0,1279322.0,2023-11-17 12:40:19.319837
BHL,10.06,10.06,0.0,0.0,0.0,2023-11-17 12:40:19.319837
FDHB,67.98,68.00,0.0,1531099.0,104096800.0,2023-11-17 12:40:19.319837
FMBCH,296.14,300.00,0.0,565723.0,169716900.0,2023-11-17 12:40:19.319837
ICON,17.94,17.94,0.0,0.0,0.0,2023-11-17 12:40:19.319837
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,2023-11-17 12:40:19.319837
MPICO,15.00,15.00,0.0,0.0,0.0,2023-11-17 12:40:19.319837
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,2023-11-17 12:40:19.319837
NBS,107.44,107.44,0.0,131886.0,14169830.0,2023-11-17 12:40:19.319837
NICO,155.50,155.50,0.0,0.0,0.0,2023-11-17 12:40:19.319837
NITL,410.00,410.00,0.0,0.0,0.0,2023-11-17 12:40:19.319837
OMU,"1,380.00","1,500.00",0.0,304750.0,457125000.0,2023-11-17 12:40:19.319837
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,2023-11-17 12:40:19.319837
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,2023-11-17 12:40:19.319837
SUNBIRD,191.06,191.06,0.0,0.0,0.0,2023-11-17 12:40:19.319837
TNM,28.38,28.37,0.0,20000.0,567400.0,2023-11-17 12:40:19.319837
AIRTEL,96.99,96.94,0.0,13196.0,1279322.0,2023-11-17 12:40:20.513033
BHL,10.06,10.06,0.0,0.0,0.0,2023-11-17 12:40:20.513033
FDHB,67.98,68.00,0.0,1531099.0,104096800.0,2023-11-17 12:40:20.513033
FMBCH,296.14,300.00,0.0,565723.0,169716900.0,2023-11-17 12:40:20.513033
ICON,17.94,17.94,0.0,0.0,0.0,2023-11-17 12:40:20.513033
ILLOVO,"1,122.00","1,122.00",0.0,0.0,0.0,2023-11-17 12:40:20.513033
MPICO,15.00,15.00,0.0,0.0,0.0,2023-11-17 12:40:20.513033
NBM,"2,101.17","2,101.18",0.0,8000.0,16809440.0,2023-11-17 12:40:20.513033
NBS,107.44,107.44,0.0,131886.0,14169830.0,2023-11-17 12:40:20.513033
NICO,155.50,155.50,0.0,0.0,0.0,2023-11-17 12:40:20.513033
NITL,410.00,410.00,0.0,0.0,0.0,2023-11-17 12:40:20.513033
OMU,"1,380.00","1,500.00",0.0,304750.0,457125000.0,2023-11-17 12:40:20.513033
PCL,"2,507.00","2,507.00",0.0,0.0,0.0,2023-11-17 12:40:20.513033
STANDARD,"3,100.00","3,100.01",0.0,921.0,2855109.0,2023-11-17 12:40:20.513033
SUNBIRD,191.06,191.06,0.0,0.0,0.0,2023-11-17 12:40:20.513033
TNM,28.38,28.37,0.0,20000.0,567400.0,2023-11-17 12:40:20.513033
AIRTEL,96.99,96.94,0.0,13196.0,1279322.0,2023-11-17 12:40:20.898871
BHL,10.06,10.06,0.0,0.0,0.0,2023-11-17 12:40:20.898871
